iter	Logloss
469	0.04924635032
470	0.04919578023
471	0.04910608097
472	0.04901054822
473	0.04892425441
474	0.04882139183
475	0.04873719632
476	0.04866660023
477	0.04859422868
478	0.04846872176
479	0.04841106953
480	0.04835711282
481	0.04825565557
482	0.04821454169
483	0.04815220241
484	0.04805181185
485	0.04798962776
486	0.04791358431
487	0.04784351828
488	0.04780648356
489	0.0477375056
490	0.04768020745
491	0.04763701349
492	0.04753966299
493	0.04748478334
494	0.04742484061
495	0.04735948078
496	0.04731358774
497	0.04728347705
498	0.04724175224
499	0.0471352175
500	0.04703226457
501	0.04694196996
502	0.04688644609
503	0.04679099424
504	0.04669132925
505	0.04661126252
506	0.04651201348
507	0.04645495257
508	0.04636114613
509	0.0462442292
510	0.04618341256
511	0.04610066362
512	0.04599145426
513	0.04596039423
514	0.04590219111
515	0.0458309131
516	0.04578158621
517	0.04571499656
518	0.04567488408
519	0.04562127752
520	0.04556108243
521	0.04547890895
522	0.04543878894
523	0.04540231554
524	0.04533082279
525	0.04526448273
526	0.04516977389
527	0.04512646313
528	0.04506021055
529	0.04496286695
530	0.04490354273
531	0.04487114914
532	0.04478414338
533	0.04468798338
534	0.04459338983
535	0.04453880395
536	0.04447362869
537	0.04440799388
538	0.04434307853
539	0.0442611425
540	0.04420400256
541	0.04413419448
542	0.04410019983
543	0.04399520899
544	0.04393729296
545	0.04388338142
546	0.04385946755
547	0.04376947058
548	0.04370144295
549	0.04367633188
550	0.04361630559
551	0.04356436428
552	0.0435318011
553	0.04347049463
554	0.04343878668
555	0.04338845023
556	0.04333205242
557	0.04323209901
558	0.04313475994
559	0.04309124946
560	0.04295595646
561	0.04293775367
562	0.04289958504
563	0.04281567869
564	0.04276571515
565	0.04263604648
566	0.0425740347
567	0.04249067915
568	0.04241439015
569	0.04236205775
570	0.04228153454
571	0.04225107347
572	0.04220363387
573	0.04214518285
574	0.04206261467
575	0.04198149988
576	0.04189519483
577	0.04181641646
578	0.04176876217
579	0.04169600747
580	0.04161886776
581	0.04157336075
582	0.04148948165
583	0.0414116526
584	0.04135359723
585	0.04128364896
586	0.04122828333
587	0.04119272911
588	0.04116529305
589	0.04108417532
590	0.04100906524
591	0.04097767823
592	0.04092356616
593	0.04086005976
594	0.04082017327
595	0.04074103331
596	0.04071928561
597	0.04067252414
598	0.04061963278
599	0.04056036809
600	0.04050589148
601	0.04046773792
602	0.04041496409
603	0.0403659113
604	0.04027180734
605	0.04021690885
606	0.04017417066
607	0.04011976853
608	0.04006048131
609	0.04003515863
610	0.03997896875
611	0.03994671829
612	0.03987125884
613	0.03978047825
614	0.03972476231
615	0.03967180312
616	0.03963603413
617	0.03956228485
618	0.03953764024
619	0.03948775581
620	0.03945316976
621	0.03938670612
622	0.03935846766
623	0.03929617047
624	0.03925649122
625	0.03918924399
626	0.03914950377
627	0.0390865398
628	0.03899464028
629	0.03895476137
630	0.03893392533
631	0.03884320821
632	0.03880676488
633	0.03874039173
634	0.03868405039
635	0.03863264006
636	0.03854611196
637	0.03851823891
638	0.03847415585
639	0.03839325654
640	0.03831257206
641	0.03823310047
642	0.03818667802
643	0.03814584974
644	0.03807966127
645	0.03803200321
646	0.03796889691
647	0.03792679157
648	0.03783813884
649	0.03779291041
650	0.03773807594
651	0.03769051207
652	0.03764392384
653	0.03759294317
654	0.03753988221
655	0.03748051133
656	0.03744230193
657	0.03741253025
658	0.03734182416
659	0.0372914726
660	0.03722236816
661	0.03719188072
662	0.0371333281
663	0.03709745366
664	0.03705039077
665	0.03701423
666	0.03696216446
667	0.03691542182
668	0.03685136921
669	0.03678461924
670	0.03673373261
671	0.0366874828
672	0.03664416072
673	0.03656973331
674	0.03652136034
675	0.03647823419
676	0.03643911999
677	0.03639924855
678	0.03634901754
679	0.03628996318
680	0.0362254027
681	0.03614996201
682	0.03609302173
683	0.03606991411
684	0.03603068315
685	0.03596549288
686	0.03593626743
687	0.0359096413
688	0.03585513832
689	0.03580431211
690	0.03574263281
691	0.03570332943
692	0.03565338461
693	0.03559507612
694	0.03557303837
695	0.03554846912
696	0.03551949984
697	0.03548023189
698	0.03540997014
699	0.03534937582
700	0.03530677704
701	0.03522615275
702	0.03518572008
703	0.03514193465
704	0.03503595005
705	0.0350121154
706	0.03497718267
707	0.0349195719
708	0.03489277249
709	0.03484357743
710	0.03477837201
711	0.03473825204
712	0.03469584533
713	0.03465895358
714	0.03460806332
715	0.034553666
716	0.03450076412
717	0.03445724238
718	0.03440104795
719	0.03437734892
720	0.03432442062
721	0.03427776082
722	0.03423319931
723	0.03421084888
724	0.03415783704
725	0.03413619105
726	0.03407159953
727	0.03405192756
728	0.03399126152
729	0.033957138
730	0.03390230732
731	0.03385296912
732	0.03380281346
733	0.03374778312
734	0.03368737326
735	0.03366045707
736	0.03363490458
737	0.03361123187
738	0.03357527833
739	0.03354676485
740	0.03350587258
741	0.0334763156
742	0.03344229837
743	0.03341086534
744	0.03335887884
745	0.03327531623
746	0.03321580293
747	0.03318261751
748	0.03316207156
749	0.03311528745
750	0.03309658736
751	0.03305997078
752	0.03301071923
753	0.03294294839
754	0.03291371537
755	0.03288971872
756	0.03286966251
757	0.03284493502
758	0.03278400526
759	0.03275572833
760	0.03273736354
761	0.0326856897
762	0.03266253311
763	0.03260332501
764	0.03258566463
765	0.03256450462
766	0.0324926465
767	0.03244997235
768	0.03243638054
769	0.03239436568
770	0.03237045945
771	0.03230789105
772	0.03224852086
773	0.03220906385
774	0.03217647058
775	0.0321414362
776	0.03212419782
777	0.03207985856
778	0.03204593172
779	0.03202193506
780	0.03200437266
781	0.0319758705
782	0.03193421346
783	0.03189710714
784	0.03187495639
785	0.03183944284
786	0.0317697734
787	0.03174783736
788	0.03169957657
789	0.03165766719
790	0.03163400955
791	0.03158598604
792	0.0315647771
793	0.03152532195
794	0.0314434864
795	0.03138841768
796	0.03134799816
797	0.03131652936
798	0.03126275165
799	0.03121071619
800	0.03117057988
801	0.03112834838
802	0.03108537477
803	0.03105797452
804	0.03104032361
805	0.03100283876
806	0.03093280952
807	0.03088309392
808	0.03083880174
809	0.03080071605
810	0.03078457951
811	0.0307487698
812	0.03073240534
813	0.03069219115
814	0.03065774823
815	0.03060609886
816	0.03057076123
817	0.03054830909
818	0.0305183936
819	0.03047988027
820	0.03044242734
821	0.03040547737
822	0.03034509962
823	0.03030144411
824	0.03025385575
825	0.03021969531
826	0.03018506216
827	0.03013865479
828	0.03010382006
829	0.03004798727
830	0.03000776172
831	0.02995978723
832	0.02990932078
833	0.02988219174
834	0.02985032174
835	0.02979576223
836	0.02976273574
837	0.02973947367
838	0.02966316965
839	0.02962942738
840	0.02958484141
841	0.02955104071
842	0.02948883021
843	0.02944189172
844	0.02941335001
845	0.02939830971
846	0.02935881492
847	0.02930822227
848	0.0292443711
849	0.02919486154
850	0.02914894767
851	0.0291326209
852	0.02907136536
853	0.02905256921
854	0.02900974438
855	0.02896647054
856	0.02892960345
857	0.02889493072
858	0.02885860983
859	0.02885033531
860	0.02882816949
861	0.02876858659
862	0.02873645668
863	0.02869929387
864	0.02867098948
865	0.02864343099
866	0.02860678039
867	0.02855229631
868	0.02849633545
869	0.02846852644
870	0.02842343565
871	0.02838511072
872	0.028370773
873	0.0283302047
874	0.02828173294
875	0.02824529342
876	0.02822233649
877	0.02818745464
878	0.02815219045
879	0.02813220581
880	0.02808974637
881	0.02802922735
882	0.02798456603
883	0.02796965945
884	0.02793172061
885	0.02791255911
886	0.02788910303
887	0.02785463373
888	0.02784509722
889	0.0278297612
890	0.02778951872
891	0.0277633503
892	0.02774939687
893	0.02769708269
894	0.02765088822
895	0.02763553148
896	0.02759802773
897	0.02756379006
898	0.02754579823
899	0.027498078
900	0.02747558066
901	0.02743085905
902	0.02738869158
903	0.02737504699
904	0.02736177729
905	0.02730530602
906	0.02727671652
907	0.02725889417
908	0.02720625287
909	0.02717602277
910	0.02712567682
911	0.0270787609
912	0.02704942997
913	0.02702224254
914	0.02698549774
915	0.02696064028
916	0.02694994352
917	0.02691417641
918	0.02690223271
919	0.02688895543
920	0.02686050036
921	0.02682326405
922	0.02678861208
923	0.02675399397
924	0.02673794593
925	0.02671383814
926	0.02667131281
927	0.02663464349
928	0.02660605096
929	0.02658248936
930	0.02655048874
931	0.02653361762
932	0.0265219477
933	0.02646525534
934	0.02642533118
935	0.02638626597
936	0.02635926684
937	0.02633011673
938	0.02628529723
939	0.02626253996
940	0.02625038529
941	0.02622745284
942	0.02619743814
943	0.02613356062
944	0.02609741309
945	0.02606271028
946	0.02605067428
947	0.02602002858
948	0.02599631634
949	0.02598112535
950	0.0259421016
951	0.02590252602
952	0.02587942784
953	0.02581891816
954	0.02576127908
955	0.02573891545
956	0.02570965421
957	0.02568833215
958	0.02565737005
959	0.02561598805
960	0.02558254339
961	0.02556990653
962	0.02553748466
963	0.02550073615
964	0.02548087204
965	0.02544637193
966	0.02541022813
967	0.02537536508
968	0.02535313897
969	0.02534873518
970	0.02532088474
971	0.0253075114
972	0.02528285549
973	0.02523475291
974	0.02519664081
975	0.0251864507
976	0.02516091891
977	0.02511550042
978	0.02509474728
979	0.02506715298
980	0.02502155179
981	0.02497790758
982	0.02494872924
983	0.02493520522
984	0.02490210717
985	0.02487384234
986	0.02484845368
987	0.02479995553
988	0.02478145322
989	0.02475222586
990	0.02471567517
991	0.02467511068
992	0.02465430104
993	0.02464235921
994	0.02460132379
995	0.02457436235
996	0.02454486945
997	0.02451821315
998	0.02450235727
999	0.02449053601
