iter	Passed	Remaining
301	2231	5158
302	2239	5150
303	2246	5143
304	2253	5135
305	2260	5125
306	2267	5118
307	2273	5108
308	2279	5098
309	2286	5089
310	2293	5081
311	2300	5072
312	2307	5064
313	2314	5056
314	2321	5047
315	2328	5040
316	2335	5032
317	2342	5024
318	2350	5016
319	2356	5007
320	2362	4997
321	2369	4990
322	2376	4981
323	2383	4972
324	2390	4964
325	2396	4954
326	2403	4947
327	2410	4939
328	2417	4930
329	2425	4924
330	2432	4915
331	2439	4908
332	2446	4899
333	2452	4891
334	2460	4883
335	2467	4876
336	2474	4869
337	2482	4861
338	2489	4854
339	2497	4847
340	2503	4838
341	2511	4831
342	2518	4823
343	2525	4815
344	2531	4806
345	2538	4797
346	2545	4790
347	2552	4781
348	2559	4773
349	2565	4763
350	2571	4755
351	2579	4748
352	2586	4740
353	2593	4732
354	2600	4724
355	2607	4716
356	2614	4708
357	2622	4702
358	2628	4693
359	2635	4685
360	2643	4679
361	2651	4672
362	2657	4664
363	2664	4655
364	2671	4646
365	2679	4641
366	2686	4633
367	2693	4625
368	2701	4619
369	2708	4611
370	2717	4606
371	2724	4598
372	2731	4591
373	2737	4582
374	2745	4576
375	2753	4569
376	2761	4562
377	2768	4556
378	2776	4548
379	2783	4541
380	2790	4532
381	2796	4524
382	2803	4516
383	2812	4511
384	2822	4508
385	2830	4502
386	2841	4500
387	2851	4497
388	2860	4493
389	2871	4491
390	2879	4485
391	2890	4483
392	2900	4480
393	2909	4474
394	2917	4468
395	2925	4462
396	2935	4458
397	2944	4453
398	2955	4451
399	2963	4445
400	2974	4443
401	2983	4437
402	2992	4432
403	3002	4429
404	3011	4424
405	3020	4419
406	3030	4414
407	3039	4410
408	3049	4406
409	3057	4400
410	3065	4393
411	3074	4387
412	3083	4382
413	3091	4375
414	3098	4368
415	3112	4369
416	3121	4364
417	3132	4361
418	3141	4355
419	3151	4352
420	3162	4349
421	3171	4343
422	3180	4338
423	3187	4329
424	3195	4323
425	3206	4320
426	3217	4317
427	3230	4317
428	3238	4311
429	3251	4310
430	3265	4310
431	3275	4307
432	3286	4303
433	3299	4302
434	3311	4301
435	3319	4294
436	3331	4292
437	3340	4286
438	3350	4281
439	3358	4274
440	3366	4267
441	3376	4263
442	3386	4257
443	3398	4255
444	3409	4252
445	3418	4246
446	3429	4242
447	3438	4237
448	3448	4231
449	3458	4226
450	3467	4221
451	3478	4217
452	3491	4216
453	3499	4209
454	3511	4206
455	3519	4198
456	3530	4195
457	3540	4190
458	3548	4182
459	3560	4179
460	3570	4174
461	3580	4169
462	3592	4166
463	3600	4159
464	3611	4154
465	3622	4151
466	3631	4144
467	3641	4139
468	3648	4131
469	3657	4124
470	3668	4120
471	3677	4114
472	3688	4109
473	3695	4100
474	3703	4093
475	3713	4087
476	3723	4082
477	3732	4076
478	3741	4069
479	3749	4061
480	3757	4054
481	3766	4047
482	3775	4041
483	3784	4034
484	3793	4027
485	3801	4021
486	3811	4014
487	3822	4010
488	3831	4003
489	3840	3996
490	3849	3990
491	3859	3984
492	3867	3977
493	3877	3971
494	3886	3964
495	3894	3957
496	3902	3949
497	3909	3941
498	3918	3934
499	3925	3925
500	3932	3916
501	3939	3908
502	3946	3899
503	3953	3890
504	3962	3883
505	3970	3876
506	3977	3868
507	3985	3859
508	3993	3851
509	4000	3843
510	4007	3835
511	4015	3827
512	4024	3820
513	4031	3812
514	4039	3803
515	4046	3795
516	4054	3787
517	4062	3780
518	4069	3771
519	4076	3763
520	4083	3754
521	4091	3746
522	4098	3737
523	4105	3729
524	4114	3722
525	4122	3715
526	4132	3708
527	4142	3703
528	4151	3696
529	4163	3692
530	4170	3683
531	4181	3678
532	4192	3673
533	4199	3665
534	4210	3659
535	4219	3652
536	4229	3646
537	4238	3639
538	4247	3633
539	4257	3626
540	4267	3621
541	4279	3616
542	4290	3611
543	4298	3603
544	4308	3597
545	4318	3590
546	4327	3583
547	4336	3576
548	4345	3569
549	4352	3561
550	4360	3553
551	4369	3545
552	4377	3538
553	4385	3530
554	4394	3523
555	4405	3518
556	4416	3512
557	4425	3505
558	4437	3500
559	4445	3493
560	4456	3487
561	4466	3481
562	4476	3475
563	4488	3470
564	4497	3462
565	4507	3456
566	4516	3449
567	4526	3442
568	4536	3436
569	4546	3430
570	4557	3424
571	4568	3418
572	4579	3413
573	4588	3405
574	4597	3398
575	4607	3391
576	4617	3385
577	4624	3376
578	4633	3368
579	4642	3361
580	4652	3355
581	4664	3350
582	4673	3342
583	4685	3337
584	4695	3330
585	4705	3324
586	4716	3318
587	4725	3310
588	4735	3304
589	4744	3297
590	4753	3289
591	4761	3281
592	4770	3274
593	4782	3268
594	4792	3261
595	4802	3255
596	4812	3248
597	4820	3240
598	4831	3234
599	4841	3227
600	4849	3219
601	4860	3213
602	4868	3205
603	4877	3197
604	4886	3190
605	4896	3183
606	4904	3175
607	4916	3169
608	4926	3162
609	4934	3154
610	4946	3149
611	4957	3143
612	4967	3136
613	4978	3129
614	4984	3120
615	4996	3114
616	5008	3108
617	5015	3100
618	5025	3093
619	5033	3084
620	5043	3078
621	5053	3071
622	5064	3064
623	5075	3058
624	5087	3052
625	5098	3045
626	5110	3039
627	5119	3032
628	5129	3025
629	5140	3018
630	5150	3011
631	5160	3004
632	5170	2997
633	5178	2989
634	5188	2982
635	5198	2975
636	5209	2968
637	5223	2963
638	5233	2956
639	5243	2949
640	5255	2943
641	5264	2935
642	5275	2928
643	5286	2922
644	5294	2914
645	5306	2908
646	5319	2902
647	5330	2895
648	5340	2888
649	5351	2881
650	5360	2873
651	5372	2867
652	5383	2860
653	5392	2852
654	5403	2846
655	5414	2839
656	5421	2830
657	5430	2822
658	5439	2814
659	5451	2808
660	5461	2800
661	5470	2792
662	5480	2785
663	5489	2777
664	5500	2771
665	5513	2764
666	5520	2756
667	5532	2749
668	5541	2741
669	5551	2734
670	5559	2725
671	5569	2718
672	5581	2712
673	5592	2704
674	5603	2697
675	5615	2691
676	5626	2684
677	5635	2676
678	5645	2668
679	5652	2660
680	5663	2653
681	5673	2645
682	5681	2636
683	5690	2628
684	5699	2620
685	5711	2614
686	5720	2606
687	5730	2598
688	5743	2592
689	5756	2586
690	5766	2578
691	5778	2571
692	5790	2565
693	5799	2557
694	5811	2550
695	5822	2542
696	5834	2536
697	5847	2529
698	5859	2523
699	5869	2515
700	5879	2507
701	5891	2500
702	5902	2493
703	5911	2485
704	5922	2478
705	5931	2469
706	5943	2463
707	5952	2455
708	5967	2449
709	5978	2441
710	5991	2435
711	6004	2428
712	6018	2422
713	6033	2416
714	6044	2409
715	6058	2402
716	6070	2396
717	6082	2388
718	6092	2381
719	6104	2373
720	6115	2366
721	6126	2359
722	6137	2351
723	6147	2343
724	6158	2335
725	6169	2328
726	6180	2320
727	6190	2312
728	6203	2306
729	6216	2299
730	6225	2291
731	6237	2283
732	6250	2276
733	6260	2268
734	6271	2261
735	6284	2254
736	6294	2246
737	6303	2237
738	6314	2230
739	6322	2221
740	6333	2213
741	6343	2205
742	6353	2197
743	6363	2189
744	6370	2180
745	6381	2172
746	6388	2163
747	6399	2155
748	6406	2147
749	6415	2138
750	6424	2130
751	6433	2121
752	6443	2113
753	6453	2105
754	6464	2097
755	6474	2089
756	6484	2081
757	6496	2073
758	6505	2065
759	6515	2057
760	6523	2048
761	6532	2040
762	6541	2031
763	6549	2023
764	6557	2014
765	6564	2005
766	6573	1996
767	6581	1988
768	6590	1979
769	6597	1970
770	6606	1962
771	6614	1953
772	6623	1945
773	6632	1936
774	6642	1928
775	6652	1920
776	6660	1911
777	6668	1902
778	6676	1893
779	6683	1885
780	6691	1876
781	6699	1867
782	6706	1858
783	6714	1849
784	6723	1841
785	6731	1832
786	6739	1824
787	6747	1815
788	6757	1807
789	6766	1798
790	6774	1789
791	6784	1781
792	6792	1773
793	6801	1764
794	6809	1755
795	6819	1747
796	6829	1739
797	6839	1731
798	6849	1723
799	6857	1714
800	6866	1705
801	6875	1697
802	6883	1688
803	6891	1680
804	6901	1671
805	6908	1662
806	6915	1654
807	6924	1645
808	6931	1636
809	6939	1627
810	6947	1619
811	6955	1610
812	6963	1601
813	6972	1593
814	6980	1584
815	6987	1575
816	6995	1566
817	7002	1558
818	7010	1549
819	7017	1540
820	7025	1531
821	7032	1522
822	7040	1514
823	7048	1505
824	7056	1496
825	7063	1487
826	7071	1479
827	7079	1470
828	7086	1461
829	7095	1453
830	7102	1444
831	7111	1435
832	7118	1427
833	7125	1418
834	7133	1409
835	7141	1400
836	7149	1392
837	7156	1383
838	7164	1374
839	7171	1365
840	7178	1357
841	7186	1348
842	7193	1339
843	7202	1331
844	7210	1322
845	7218	1314
846	7226	1305
847	7234	1296
848	7241	1288
849	7249	1279
850	7256	1270
851	7263	1261
852	7271	1253
853	7278	1244
854	7286	1235
855	7294	1227
856	7302	1218
857	7309	1209
858	7317	1201
859	7324	1192
860	7331	1183
861	7338	1174
862	7346	1166
863	7356	1157
864	7367	1149
865	7376	1141
866	7388	1133
867	7397	1124
868	7407	1116
869	7417	1108
870	7427	1100
871	7439	1092
872	7450	1083
873	7458	1075
874	7470	1067
875	7479	1058
876	7490	1050
877	7501	1042
878	7510	1033
879	7521	1025
880	7529	1017
881	7539	1008
882	7549	1000
883	7559	991
884	7570	983
885	7580	975
886	7591	967
887	7602	958
888	7612	950
889	7622	942
890	7632	933
891	7640	925
892	7652	916
893	7662	908
894	7671	900
895	7681	891
896	7689	882
897	7699	874
898	7707	865
899	7718	857
900	7729	849
901	7737	840
902	7748	832
903	7756	823
904	7767	815
905	7779	807
906	7787	798
907	7798	790
908	7809	781
909	7819	773
910	7830	765
911	7840	756
912	7849	747
913	7861	739
914	7870	731
915	7880	722
916	7889	714
917	7898	705
918	7909	697
919	7917	688
920	7928	680
921	7936	671
922	7946	662
923	7955	654
924	7964	645
925	7974	637
926	7983	628
927	7992	620
928	8001	611
929	8011	603
930	8019	594
931	8030	585
932	8045	577
933	8062	569
934	8077	561
935	8092	553
936	8104	544
937	8115	536
938	8127	527
939	8138	519
940	8148	510
941	8158	502
942	8167	493
943	8175	485
944	8185	476
945	8195	467
946	8205	459
947	8214	450
948	8225	442
949	8235	433
950	8245	424
951	8253	416
952	8263	407
953	8271	398
954	8280	390
955	8288	381
956	8295	372
957	8303	364
958	8312	355
959	8322	346
960	8330	338
961	8338	329
962	8348	320
963	8356	312
964	8365	303
965	8374	294
966	8384	286
967	8394	277
968	8402	268
969	8410	260
970	8419	251
971	8429	242
972	8438	234
973	8447	225
974	8456	216
975	8466	208
976	8476	199
977	8484	190
978	8493	182
979	8502	173
980	8510	164
981	8520	156
982	8529	147
983	8537	138
984	8547	130
985	8557	121
986	8566	112
987	8575	104
988	8584	95
989	8595	86
990	8605	78
991	8614	69
992	8623	60
993	8631	52
994	8639	43
995	8649	34
996	8658	26
997	8666	17
998	8674	8
999	8682	0
