iter	MultiClass
0	1.382572865
1	1.215133923
2	1.067973497
3	0.9557817777
4	0.8631585493
5	0.7789099709
6	0.7040382423
7	0.6424029211
8	0.5881855431
9	0.5391179852
10	0.4946999864
11	0.4554900708
12	0.4209244178
13	0.3892252387
14	0.3612243624
15	0.3350739968
16	0.3114675241
17	0.2904045716
18	0.2708871996
19	0.2524423322
20	0.2364364196
21	0.2204069495
22	0.2062602397
23	0.1924413077
24	0.1799221065
25	0.1685486072
26	0.1580436052
27	0.1488146168
28	0.1399487247
29	0.131783208
30	0.1241467973
31	0.1172165053
32	0.1109375427
33	0.1054114264
34	0.09944774868
35	0.09410083727
36	0.08900109117
37	0.08448267121
38	0.08012411945
39	0.07600237461
40	0.07256763705
41	0.06932159431
42	0.06581834342
43	0.06261732339
44	0.05963748691
45	0.0568407507
46	0.05424511505
47	0.0519386747
48	0.04960879816
49	0.04748985068
50	0.04539045767
51	0.0435383257
52	0.04177278129
53	0.040222794
54	0.03863515171
55	0.03714535932
56	0.03583916831
57	0.03446037009
58	0.03308475689
59	0.03192692532
60	0.03075881985
61	0.02968618552
62	0.02869033484
63	0.02775443099
64	0.02688915095
65	0.02603078993
66	0.02523869786
67	0.02447646202
68	0.02380829545
69	0.02302801011
70	0.02234492906
71	0.02168420932
72	0.02097535302
73	0.02033232304
74	0.01976037241
75	0.01923882095
76	0.01873877525
77	0.01824232422
78	0.01773525188
79	0.01724861543
80	0.0167630126
81	0.01634650003
82	0.0159408037
83	0.01552488984
84	0.01511934316
85	0.01474521513
86	0.01441962716
87	0.01406957254
88	0.01373339582
89	0.01342850099
90	0.01312009305
91	0.01280928733
92	0.01253187003
93	0.01226458556
94	0.0119943543
95	0.01174839377
96	0.0115002599
97	0.01125421827
98	0.01103378351
99	0.01081223875
100	0.01059917375
101	0.01039412017
102	0.0101887815
103	0.009986324154
104	0.009802206902
105	0.009609203699
106	0.00941774586
107	0.009246721495
108	0.009080823941
109	0.008908489105
110	0.008743827213
111	0.008592474409
112	0.008439017999
113	0.008290779373
114	0.008146702528
115	0.00801430731
116	0.00787865089
117	0.00775303665
118	0.007629485138
119	0.007511123548
120	0.007388028653
121	0.00727333033
122	0.00715750496
123	0.007047354703
124	0.006940675595
125	0.00683797315
126	0.006737126879
127	0.006635834235
128	0.006542078759
129	0.006444874668
130	0.006352492905
131	0.006262574226
132	0.006177495339
133	0.00608976514
134	0.006009759563
135	0.005933514118
136	0.00585280795
137	0.005777525533
138	0.005704433975
139	0.005631910748
140	0.005561458179
141	0.00549206036
142	0.005426813149
143	0.005357074803
144	0.005293649945
145	0.005227498327
146	0.005163979862
147	0.005103758599
148	0.005040799393
149	0.004983518606
150	0.004926434663
151	0.004871676921
152	0.004815647851
153	0.004760727281
154	0.004707050984
155	0.004656476125
156	0.004605768759
157	0.004557586485
158	0.004510870958
159	0.004463162275
160	0.004413964431
161	0.004369225277
162	0.004324551703
163	0.004281532587
164	0.004237921543
165	0.004194467549
166	0.004153002349
167	0.004113193439
168	0.004074580135
169	0.004035199712
170	0.003995648565
171	0.003957713886
172	0.003921680568
173	0.003884487924
174	0.00384949842
175	0.003814900874
176	0.00378171653
177	0.003748294957
178	0.003716233275
179	0.003684710736
180	0.003651032154
181	0.00361840181
182	0.003586495145
183	0.00355673534
184	0.003526407269
185	0.003495879332
186	0.003467167266
187	0.003439626778
188	0.003412202375
189	0.003383557604
190	0.00335661134
191	0.003330460497
192	0.003304712269
193	0.003279649486
194	0.00325496317
195	0.003228756056
196	0.003203882525
197	0.003179662194
198	0.003155803268
199	0.003132635579
200	0.003109805195
201	0.00308756608
202	0.003065384634
203	0.003042323525
204	0.00302066169
205	0.002998054181
206	0.002976388645
207	0.002955017945
208	0.002934778092
209	0.002913333958
210	0.002892738674
211	0.002873213988
212	0.00285417578
213	0.002834799058
214	0.002814804397
215	0.002795553878
216	0.002776097072
217	0.00275809813
218	0.002740539638
219	0.002720891441
220	0.002703791484
221	0.00268690639
222	0.002668923563
223	0.002652465139
224	0.002635422746
225	0.002618109546
226	0.002602075639
227	0.002586303384
228	0.002570838965
229	0.002555559822
230	0.00254046267
231	0.002524420014
232	0.002509687256
233	0.002494007615
234	0.002479368938
235	0.002464065444
236	0.002450016697
237	0.002435960805
238	0.002421785838
239	0.002407012452
240	0.002393648067
241	0.002379641236
242	0.002366420046
243	0.002352728382
244	0.002339914945
245	0.00232724181
246	0.002312921396
247	0.002299836307
248	0.00228724338
249	0.002274475655
250	0.00226209139
251	0.00224956588
252	0.002237309104
253	0.002225324358
254	0.002213849935
255	0.002202494686
256	0.002191256769
257	0.002179768495
258	0.002167509317
259	0.002156395747
260	0.002145121838
261	0.002134332267
262	0.002122805084
263	0.002111402715
264	0.002100476534
265	0.002089200218
266	0.002078960863
267	0.002068822884
268	0.002058901281
269	0.002048511353
270	0.002038828628
271	0.00202887584
272	0.002018993979
273	0.002009209118
274	0.001998638319
275	0.001989377227
276	0.001979672139
277	0.001969746895
278	0.00196045377
279	0.00195122224
280	0.001942291915
281	0.001932736868
282	0.001924076579
283	0.00191518361
284	0.001905893731
285	0.001897292187
286	0.001888769125
287	0.001879834232
288	0.001870882385
289	0.001863765149
290	0.001854824235
291	0.001846585313
292	0.001838298573
293	0.001829480766
294	0.001821719796
295	0.001813653248
296	0.001805635844
297	0.001797349422
298	0.00178941369
299	0.001781831289
300	0.001774384795
301	0.001767086079
302	0.001759827397
303	0.001752068594
304	0.001744872215
305	0.001737246026
306	0.001730172169
307	0.001723088018
308	0.001715425366
309	0.00170860722
310	0.001701766412
311	0.001694411156
312	0.001687360438
313	0.001680764933
314	0.001674146829
315	0.001667516399
316	0.001660689489
317	0.001654303297
318	0.001647348705
319	0.001640590341
320	0.001633736731
321	0.001626953315
322	0.001621686391
323	0.001615596747
324	0.001608964549
325	0.001602665194
326	0.001596140327
327	0.001589563538
328	0.001583482347
329	0.001577485562
330	0.001571145141
331	0.001564995038
332	0.001559202586
333	0.001553573096
334	0.001547587906
335	0.001541621709
336	0.001535565949
337	0.001529773846
338	0.001524294542
339	0.001518915346
340	0.001516609144
341	0.001510761339
342	0.001505363926
343	0.001499588399
344	0.001495081584
345	0.001489480838
346	0.001484395399
347	0.001482200582
348	0.001476457559
349	0.001471103846
350	0.001466092537
351	0.001460585553
352	0.001455445119
353	0.001450745943
354	0.001445819165
355	0.001440975838
356	0.001435921081
357	0.001431737598
358	0.001426799586
359	0.001422035955
360	0.001417304737
361	0.001412655752
362	0.001410672145
363	0.001406066197
364	0.001401393323
365	0.001396848763
366	0.001392333455
367	0.001387848707
368	0.00138312029
369	0.001378695496
370	0.001374299487
371	0.001370206079
372	0.00136641981
373	0.001362103224
374	0.001357814367
375	0.001353492965
376	0.001349259171
377	0.001345974902
378	0.001341744288
379	0.0013372387
380	0.001332974807
381	0.001328649782
382	0.001324484342
383	0.001320345503
384	0.001316276548
385	0.001312189722
386	0.001308197816
387	0.001303829691
388	0.001300138837
389	0.001296194224
390	0.001291991523
391	0.001287929812
392	0.001283703516
393	0.001279506115
394	0.001276286487
395	0.001272445572
396	0.001269264435
397	0.001265384143
398	0.001261687774
399	0.001258056231
400	0.001254287561
401	0.001251123226
402	0.001247553767
403	0.001243962834
404	0.001240355595
405	0.001237245566
406	0.001233714875
407	0.001230204678
408	0.001227084262
409	0.001223611953
410	0.001220159631
411	0.001216727123
412	0.001213314255
413	0.001209634259
414	0.001206700887
415	0.00120331015
416	0.001199938855
417	0.001197434215
418	0.001194559613
419	0.001191271745
420	0.00118759549
421	0.001184840046
422	0.001183937478
423	0.00118063914
424	0.001177088862
425	0.001173796234
426	0.001171040365
427	0.001167849013
428	0.001164707444
429	0.001161440911
430	0.001158236645
431	0.001155147151
432	0.00115207442
433	0.001148694415
434	0.001145490801
435	0.001142432214
436	0.001139695511
437	0.001136704988
438	0.001135742337
439	0.001132458163
440	0.001129932647
441	0.001127690609
442	0.001126644467
443	0.001125705768
444	0.001123007146
445	0.001120041989
446	0.001117282399
447	0.001114725599
448	0.001111564084
449	0.001109190813
450	0.001106299181
451	0.001103517871
452	0.001100686554
453	0.001099793267
454	0.001097096449
455	0.001094297655
456	0.001091540952
457	0.001090470264
458	0.001087648601
459	0.001084898316
460	0.001082189077
461	0.00107950228
462	0.001076767806
463	0.001074042029
464	0.001071932959
465	0.001069289237
466	0.001067044625
467	0.001064345247
468	0.001061739546
469	0.001059121212
470	0.001056487988
471	0.001053891987
472	0.001051338147
473	0.001049098151
474	0.001046346971
475	0.00104375315
476	0.001041958527
477	0.001039784387
478	0.001037643403
479	0.001035726017
480	0.001033260393
481	0.001031282824
482	0.001030478234
483	0.001027963704
484	0.001025231406
485	0.001022848756
486	0.001020237784
487	0.001017811419
488	0.001015408166
489	0.001012967903
490	0.00101061058
491	0.001008264416
492	0.001006674838
493	0.001005849352
494	0.001003704482
495	0.001002705132
496	0.001000909596
497	0.000998411208
498	0.0009961214005
499	0.0009938422754
